10156582	ad	68	1
10156585	ad	31	0
10164785	ad	31	0
10170428	ad	102	0
10172616	ad	177	1
10172622	ad	23	2
10172626	ad	67	3
10172628	ad	24	1
10172674	ad	28	1
10172711	ad	93	1
10217224	ad	41	0
10217990	ad	39	4
10220645	ad	59	0
10220992	ad	32	1
10222830	ad	21	0
10222834	ad	102	1
10223068	ad	160	9
10223258	ad	41	3
10223260	ad	71	2
10223414	ad	28	0
10224040	ad	54	3
10224041	ad	80	2
10224042	ad	52	0
10224043	ad	34	1
10224044	ad	69	6
10224045	ad	71	3
10224046	ad	21	2
10224359	ad	122	3
10224376	ad	36	0
10224427	ad	31	1
10224445	ad	158	3
10224451	ad	34	2
10224453	ad	59	4
10224460	ad	34	1
10224470	ad	42	2
10224492	ad	29	1
10224508	ad	22	0
10224548	ad	29	0
10224683	ad	32	1
10224909	ad	24	0
10224930	ad	71	1
10224942	ad	89	6
10224976	ad	60	4
10225028	ad	246	5
10225051	ad	324	3
10225063	ad	32	0
10225068	ad	143	2
10225104	ad	21	0
10225141	ad	24	0
10225347	ad	70	1
10225386	ad	45	0
10225392	ad	99	1
10228777	ad	105	2
10228891	ad	34	2
10228901	ad	32	1
10228911	ad	56	4
10229054	ad	26	0
10229072	ad	654	4
10229109	ad	28	0
10229181	ad	54	4
10229310	ad	41	0
10229312	ad	39	0
10229313	ad	47	0
10229318	ad	29	1
10229337	ad	28	1
10229340	ad	45	2
10229341	ad	152	1
10229345	ad	36	0
10229423	ad	45	0
10230856	ad	30	1
10230864	ad	28	0
10231234	ad	39	1
10231243	ad	77	9
10231248	ad	124	0
10231585	ad	259	2
10231588	ad	875	1
10231591	ad	28	0
10232590	ad	31	2
10234690	ad	77	2
10234692	ad	58	0
10234729	ad	39	1
10234733	ad	131	1
10234762	ad	24	0
10236309	ad	36	2
10236310	ad	57	3
10238028	ad	56	1
10239826	ad	40	0
10239925	ad	45	3
10239935	ad	31	0
10240274	ad	176	0
10240545	ad	49	0
10240581	ad	40	1
10240593	ad	61	2
10240598	ad	50	0
10240599	ad	25	1
10241285	ad	27	0
10241291	ad	27	0
10244997	ad	89	1
10246070	ad	175	6
10246071	ad	63	5
10246072	ad	94	6
10246073	ad	169	8
10246125	ad	49	0
10248820	ad	27	2
10251475	ad	71	4
10253566	ad	236	8
10253567	ad	26	1
10253583	ad	29	0
10254970	ad	29	4
10254985	ad	22	1
10255016	ad	75	5
10255138	ad	24	2
1026088	ad	102	0
10262217	ad	22	0
10262221	ad	122	5
10262481	ad	49	1
1026355	ad	78	2
10264734	ad	21	2
10264755	ad	28	4
10265281	ad	122	3
10265299	ad	35	4
10265410	ad	287	28
10265853	ad	22	1
10266305	ad	53	0
10277008	ad	29	0
10277175	ad	21	0
10278043	ad	97	1
10278046	ad	26	1
10278051	ad	230	4
10279521	ad	238	1
10280019	ad	29	2
10280022	ad	29	1
10280084	ad	32	0
10280128	ad	44	0
10281283	ad	23	0
10281310	ad	120	1
10285576	ad	27	0
10285582	ad	43	0
10287733	ad	34	2
10295421	ad	224	7
10295422	ad	76	1
10295432	ad	30	0
10295439	ad	49	3
10295441	ad	21	0
10295444	ad	25	0
10295573	ad	67	0
10295614	ad	31	0
10296683	ad	30	1
10296838	ad	50	3
10300894	ad	56	2
10300907	ad	85	2
10303187	ad	64	2
10304538	ad	118	2
10304545	ad	48	2
10306507	ad	75	0
10307266	ad	136	3
10307267	ad	22	1
10307285	ad	87	0
10307289	ad	61	2
10307310	ad	23	1
10307328	ad	47	2
10307364	ad	32	0
10307535	ad	39	2
10307538	ad	201	12
10308036	ad	46	1
10309950	ad	630	13
10309951	ad	475	4
10309952	ad	261	7
10309992	ad	68	1
10313909	ad	54	0
10314137	ad	40	2
10314788	ad	48	1
10315549	ad	22	0
10319028	ad	30	0
10319129	ad	38	1
10319143	ad	41	0
10320062	ad	27	1
10321585	ad	38	1
10321699	ad	25	1
10335530	ad	73	0
10335567	ad	219	11
10335569	ad	23	0
10335616	ad	158	9
10335617	ad	105	12
10335625	ad	26	2
10335634	ad	220	14
10335638	ad	277	21
10335704	ad	25	1
10335708	ad	34	1
10335742	ad	61	2
10335746	ad	502	21
10335756	ad	185	3
10335774	ad	21	0
10335826	ad	98	1
10338169	ad	28	0
10338172	ad	98	0
10338179	ad	22	0
10340347	ad	25	1
10351323	ad	41	0
10352650	ad	28	1
10352693	ad	23	0
10352943	ad	61	0
10353170	ad	40	0
10353270	ad	90	0
10353512	ad	25	0
10353517	ad	59	2
10353518	ad	29	1
10353776	ad	21	1
10353862	ad	36	0
10353898	ad	22	0
10354410	ad	59	3
10354412	ad	70	1
10354413	ad	39	2
10354414	ad	740	1
10354879	ad	52	1
10355108	ad	50	0
10355127	ad	32	2
10355389	ad	29	1
10356428	ad	44	6
10356963	ad	25	0
10357017	ad	56	3
10357026	ad	74	5
10357614	ad	63	1
10357615	ad	28	2
10357618	ad	62	2
10357619	ad	123	2
10359496	ad	543	2
10359503	ad	44	0
10359507	ad	69	0
10359582	ad	178	0
10360668	ad	31	1
10360962	ad	28	0
10360979	ad	54	1
10361000	ad	21	1
10361012	ad	43	1
10362064	ad	74	1
10362065	ad	26	0
10362513	ad	125	1
10362829	ad	28	0
10363822	ad	63	1
10363851	ad	32	0
10363854	ad	430	6
10364041	ad	137	0
10364042	ad	127	0
10364043	ad	32	0
10365451	ad	31	0
10365471	ad	25	1
10365472	ad	21	0
10365476	ad	111	4
10365479	ad	22	0
10365484	ad	47	0
10365486	ad	22	0
10365497	ad	30	0
10365499	ad	21	2
10365505	ad	25	0
10365508	ad	34	0
10365515	ad	88	1
10365516	ad	48	0
10365521	ad	33	1
10365638	ad	169	3
10365639	ad	198	5
10365641	ad	25	0
10365642	ad	116	5
10365870	ad	26	0
10376784	ad	57	1
10376865	ad	115	5
10378480	ad	23	0
10378486	ad	23	0
10378515	ad	214	3
10388931	ad	43	4
10390450	ad	107	0
10390453	ad	38	0
10391025	ad	137	6
10391029	ad	41	1
10391031	ad	97	3
10391546	ad	95	17
10391549	ad	44	4
10391633	ad	236	12
10391656	ad	207	0
10391876	ad	22	0
10391950	ad	42	1
10391964	ad	23	0
10391977	ad	34	0
10391982	ad	22	0
10392014	ad	33	0
10392018	ad	102	5
10392019	ad	24	0
10392041	ad	39	1
10392102	ad	82	2
10392103	ad	24	1
10392104	ad	60	1
10392105	ad	72	5
10392113	ad	77	6
10392114	ad	106	2
10392642	ad	64	2
10394169	ad	27	1
10394171	ad	53	1
10394202	ad	21	0
10394234	ad	30	0
10394295	ad	31	1
10394296	ad	152	57
10394298	ad	172	55
10394300	ad	72	24
10395932	ad	21	0
10395972	ad	36	0
10395986	ad	27	3
10395996	ad	28	3
10396011	ad	47	2
10396044	ad	22	0
10396264	ad	79	0
10396279	ad	23	0
10396282	ad	26	0
10396290	ad	51	5
10396296	ad	47	0
10396325	ad	49	0
10396328	ad	87	2
10396340	ad	244	17
10396343	ad	38	1
10396349	ad	35	0
10396370	ad	119	13
10396407	ad	72	1
10396516	ad	69	2
10396732	ad	81	1
10396757	ad	171	2
10396758	ad	128	10
10396906	ad	23	0
10396912	ad	57	0
10396998	ad	33	0
10397010	ad	56	4
10397015	ad	42	3
10397028	ad	101	2
10397144	ad	31	1
10397162	ad	27	0
10397176	ad	267	8
10397191	ad	29	2
10397192	ad	40	2
10397241	ad	39	0
10397349	ad	50	0
10397428	ad	5030	181
10397450	ad	5561	109
10397456	ad	180	11
10397479	ad	55	0
10397489	ad	843	20
10397532	ad	104	0
10397539	ad	146	2
10397541	ad	69	1
10397543	ad	67	0
10397553	ad	777	19
10397604	ad	69	2
10397638	ad	99	2
10397713	ad	42	0
10397728	ad	220	10
10397746	ad	49	1
10397933	ad	110	1
10397937	ad	23	1
10398674	ad	29	0
10398722	ad	31	0
10398737	ad	34	3
10398783	ad	40	2
10398791	ad	23	0
10398804	ad	60	0
10398834	ad	27	0
10398838	ad	201	5
10398845	ad	342	9
10398875	ad	90	0
10398881	ad	41	0
10399116	ad	26	0
10399201	ad	25	3
10399234	ad	27	2
10399360	ad	96	2
10399424	ad	38	0
10399473	ad	27	0
10399521	ad	43	0
10399562	ad	157	1
10399573	ad	76	9
10399594	ad	46	1
10399609	ad	23	0
10399646	ad	130	3
10399715	ad	52	4
10399828	ad	27	0
10400132	ad	47	1
10400163	ad	978	8
10400305	ad	28	1
10400308	ad	136	0
10400310	ad	1191	20
10400324	ad	2126	26
10400390	ad	24	0
10400560	ad	30	2
10400604	ad	25	0
10400787	ad	65	5
10400793	ad	38	1
10400937	ad	69	1
10401097	ad	120	6
10401105	ad	44	0
10401125	ad	39	0
10401152	ad	33	1
10401244	ad	24	0
10401295	ad	347	9
10401390	ad	111	8
10401490	ad	435	19
10401535	ad	131	7
10401668	ad	129	12
10401796	ad	146	6
10401811	ad	62	0
10402069	ad	54	2
10402139	ad	26	0
10402147	ad	23	1
10402170	ad	22	1
10402199	ad	49	2
10402225	ad	54	6
10402254	ad	28	2
10402259	ad	91	5
10402295	ad	39	0
10402339	ad	25	0
10402409	ad	259	9
10402462	ad	25	0
10402511	ad	150	1
10402531	ad	32	0
10402564	ad	54	3
10402580	ad	31	1
10402584	ad	24	1
10402589	ad	25	1
10402632	ad	35	1
10402679	ad	49	1
10402686	ad	346	1
10402741	ad	87	7
10402764	ad	28	1
10402771	ad	182	0
10402772	ad	42	0
10402802	ad	25	0
10402835	ad	39	0
10402881	ad	23	0
10402910	ad	157	0
10402931	ad	51	1
10402934	ad	49	2
10402940	ad	28	0
10402954	ad	32	1
10402980	ad	24	0
10403037	ad	52	3
10403041	ad	56	2
10403065	ad	218	23
10403103	ad	381	9
10403106	ad	70	1
10403107	ad	31	3
10403112	ad	45	6
10403113	ad	53	5
10403114	ad	123	6
10403115	ad	29	0
10403119	ad	22	1
10403126	ad	484	7
10403128	ad	76	0
10403129	ad	56	2
10403131	ad	65	7
10403149	ad	65	1
10403192	ad	68	1
10403198	ad	92	1
10403203	ad	51	0
10403212	ad	23	9
10403214	ad	59	6
10403222	ad	46	6
10403254	ad	33	7
10403355	ad	48	2
10403381	ad	22	1
10403455	ad	454	17
10403510	ad	39	0
10403511	ad	79	5
10403513	ad	39	1
10403517	ad	57	3
10403520	ad	21	0
10403552	ad	77	5
10403572	ad	42	1
10403641	ad	28	1
10403652	ad	22	0
10403810	ad	25	0
10403858	ad	33	0
10403937	ad	162	5
10403945	ad	78	0
10403952	ad	150	2
10403971	ad	24	0
10404051	ad	132	3
10404072	ad	27	0
10404079	ad	77	0
10404182	ad	77	1
10404205	ad	96	0
10404208	ad	77	1
10404393	ad	71	1
10404406	ad	33	3
10404439	ad	22	0
10404472	ad	47	1
10404484	ad	48	4
10404516	ad	518	97
10404617	ad	32	0
10404666	ad	212	3
10404684	ad	25	2
10404686	ad	78	0
10404783	ad	68	4
10404793	ad	39	0
10404806	ad	138	11
10404847	ad	29	0
10404895	ad	1036	28
10404944	ad	56	2
10405010	ad	154	3
10405133	ad	52	1
10405215	ad	32	0
10405323	ad	118	2
10405373	ad	150	6
10405385	ad	22	0
10405414	ad	25	0
10405435	ad	262	4
10405666	ad	8509	214
10405670	ad	6282	196
10405700	ad	335	3
10405724	ad	57	1
10405725	ad	30	0
10405852	ad	22	1
10405882	ad	21	1
10406224	ad	31	0
10406319	ad	47	8
10406334	ad	71	3
10406423	ad	28	0
10406538	ad	46	1
10406599	ad	85	2
10406601	ad	51	2
10406620	ad	69	0
10406772	ad	53	2
10406850	ad	28	0
10406955	ad	21	0
10407023	ad	42	2
10407045	ad	39	0
10407215	ad	45	4
10407832	ad	25	0
10408333	ad	34	1
10408482	ad	28	0
10408519	ad	39	0
10408534	ad	28	0
10409397	ad	47	1
10409398	ad	25	0
10409406	ad	97	2
10409424	ad	224	15
10409427	ad	169	2
10409435	ad	526	17
10409437	ad	276	22
10409446	ad	773	30
10410198	ad	33	1
10410199	ad	24	1
10411497	ad	35	0
10416454	ad	25	1
10417648	ad	21	0
10419437	ad	96	6
10419461	ad	30	2
10419517	ad	104	2
10419519	ad	27	2
10419524	ad	23	0
10419539	ad	49	4
10420333	ad	85	0
10421138	ad	23	0
10421167	ad	94	0
10425715	ad	55	4
10425718	ad	44	2
10426599	ad	21	0
10426638	ad	192	0
10426723	ad	31	1
10426734	ad	45	2
10427166	ad	100	0
10427917	ad	109	5
10427922	ad	22	0
10428678	ad	40	2
10430203	ad	56	5
10431687	ad	53	4
10431823	ad	571	8
10432435	ad	134	22
10432674	ad	44	2
10432728	ad	28	1
10436388	ad	40	0
10436594	ad	24	0
10436803	ad	22	2
10436967	ad	21	1
10437150	ad	22	1
10437152	ad	29	3
10437156	ad	25	3
10437190	ad	134	13
10437223	ad	26	2
10437233	ad	56	5
10437243	ad	35	1
10437262	ad	22	1
10437264	ad	587	12
10437267	ad	80	4
10439389	ad	407	25
10439409	ad	26	3
10440108	ad	48	0
10442365	ad	44	0
10442378	ad	22	1
10442514	ad	25	1
10445227	ad	167	6
10445302	ad	29	1
10445380	ad	39	1
10445465	ad	89	10
10445574	ad	21	0
10445615	ad	22	1
10445617	ad	31	1
10445659	ad	132	3
10445725	ad	63	0
10445726	ad	210	2
10445747	ad	69	0
10445878	ad	55	1
10445920	ad	28	1
10445946	ad	28	1
10445962	ad	238	1
10448368	ad	104	1
10448369	ad	59	2
10449222	ad	52	2
10453827	ad	23	0
10454210	ad	33	0
10454211	ad	21	0
10454216	ad	50	1
10454456	ad	21	0
10454606	ad	173	1
10456448	ad	23	0
10456562	ad	27	0
1045665	ad	41	0
10456660	ad	48	0
10457821	ad	42	12
10458365	ad	21	0
10458375	ad	143	3
10458571	ad	28	0
10458613	ad	24	0
10458653	ad	23	0
10458662	ad	35	1
10477891	ad	35	0
10478540	ad	538	0
10478762	ad	136	2
10478765	ad	28	1
1048170	ad	30	0
1048190	ad	31	0
10484126	ad	112	1
10484130	ad	30	3
10484138	ad	26	0
10484151	ad	31	2
10484163	ad	39	1
10484167	ad	29	1
10484205	ad	66	0
10484207	ad	26	0
10485424	ad	54	0
10485446	ad	155	12
10485670	ad	152	3
1048755	ad	63	1
1048774	ad	31	0
10491912	ad	103	4
10491913	ad	134	3
10491914	ad	28	1
10491937	ad	229	7
10491940	ad	40	0
10491944	ad	24	0
10491945	ad	100	2
10492563	ad	27	2
10493592	ad	59	4
10493602	ad	30	0
10493603	ad	42	1
10493867	ad	26	0
10493869	ad	55	0
10506636	ad	74	0
10508067	ad	110	2
10508083	ad	248	1
10508115	ad	46	0
10509685	ad	41	1
10509990	ad	34	0
10510600	ad	87	2
10510638	ad	39	0
10511396	ad	38	1
10511429	ad	38	2
10511853	ad	25	0
10514476	ad	70	2
10515028	ad	59	1
10515223	ad	50	0
1052186	ad	33	1
10528352	ad	59	1
10528686	ad	34	1
10528973	ad	42	0
10535338	ad	154	3
10537525	ad	122	0
1053790	ad	51	0
1053795	ad	143	0
10538012	ad	54	3
10538020	ad	40	1
10538032	ad	36	0
10538209	ad	26	0
1054012	ad	23	0
10540371	ad	67	1
10583921	ad	25	0
10584855	ad	65	2
10584879	ad	43	0
10584880	ad	83	9
10584887	ad	51	0
10584902	ad	31	2
10585287	ad	54	1
10585302	ad	59	0
10587377	ad	85	0
10587406	ad	70	3
10587415	ad	148	0
10587774	ad	208	4
10587778	ad	81	0
10587781	ad	61	0
10587782	ad	792	0
10587783	ad	39	0
10587784	ad	42	0
10587785	ad	456	0
10587962	ad	22	0
10588050	ad	41	1
10588051	ad	84	4
10588053	ad	33	1
10588102	ad	24	1
10588105	ad	49	1
10588106	ad	270	0
10588109	ad	114	4
10588111	ad	135	2
10588313	ad	216	1
10588314	ad	313	4
10588332	ad	30	0
10588336	ad	520	6
10588349	ad	166	3
10588351	ad	27	1
10588356	ad	54	0
10588358	ad	33	1
10588359	ad	81	1
10588360	ad	165	5
10588365	ad	214	1
10588371	ad	25	0
10588373	ad	186	3
10588375	ad	132	1
10588376	ad	25	0
10588381	ad	69	3
10588383	ad	54	0
10588391	ad	21	2
10588417	ad	145	1
10588441	ad	731	13
10588447	ad	29	0
10588452	ad	63	0
10588469	ad	34	1
10591030	ad	31	0
10591527	ad	22	0
10592540	ad	27	0
10593076	ad	37	0
10593077	ad	68	1
10593080	ad	30	0
10593081	ad	60	2
10593083	ad	28	0
10593084	ad	84	0
10593086	ad	22	0
10593088	ad	211	3
10593093	ad	61	1
10593095	ad	1115	24
10593099	ad	524	11
10593100	ad	35	0
10593101	ad	1581	39
10593104	ad	1550	47
10593105	ad	2529	59
10593106	ad	2459	79
10593107	ad	1366	42
10593108	ad	1341	29
10593109	ad	114	0
10593110	ad	106	0
10593386	ad	872	17
10593761	ad	81	1
10594160	ad	30	0
10594164	ad	35	0
10594920	ad	50	3
10596717	ad	22	0
10596718	ad	23	0
10596719	ad	25	0
10596831	ad	157	0
10596876	ad	54	0
10596880	ad	35	1
10596888	ad	104	3
10596999	ad	80	0
10597038	ad	242	0
10597202	ad	26	0
10597803	ad	30	0
10597893	ad	47	2
10597896	ad	41	3
10597897	ad	57	0
10597900	ad	40	1
10597967	ad	42	0
10598026	ad	81	2
10600798	ad	81	1
10600825	ad	31	2
10600890	ad	34	0
10600899	ad	315	16
10601105	ad	25	0
10601178	ad	64	1
10601242	ad	41	0
10601248	ad	109	4
10601368	ad	77	0
10601521	ad	35	0
10601552	ad	458	14
10602843	ad	93	1
10604703	ad	42	2
10604706	ad	82	5
10604847	ad	23	2
10605311	ad	48	3
10610150	ad	410	4
10610484	ad	42	0
10611290	ad	99	6
10611331	ad	29	3
10611337	ad	22	0
10611991	ad	48	1
10612035	ad	46	0
10612137	ad	55	2
10612172	ad	212	4
10612175	ad	817	14
10612178	ad	70	2
10612212	ad	707	19
10612346	ad	38	0
10612525	ad	93	0
10612578	ad	23	0
10612587	ad	34	0
10612607	ad	32	1
10612642	ad	153	3
10612668	ad	285	5
10612676	ad	34	4
10612682	ad	32	0
10612687	ad	24	0
10612715	ad	23	1
10612720	ad	21	0
10612834	ad	22	1
10612890	ad	176	0
10613072	ad	51	1
10613073	ad	77	7
10613083	ad	197	5
10613115	ad	47	1
10613161	ad	73	0
10613283	ad	39	0
10613313	ad	75	1
10613333	ad	166	4
10613614	ad	95	0
10613654	ad	23	0
10613695	ad	38	0
10613849	ad	109	2
10613855	ad	55	2
10613863	ad	23	1
10613865	ad	527	35
10614046	ad	21	2
10614177	ad	40	1
10614276	ad	30	0
10614439	ad	71	2
10614467	ad	22	0
10614631	ad	37	0
10614791	ad	32	0
10614799	ad	29	2
10614805	ad	69	2
10614854	ad	24	3
10614885	ad	21	0
10614907	ad	529	32
10614912	ad	41	1
10614914	ad	28	2
10614924	ad	21	0
10614941	ad	29	0
10614947	ad	34	1
10614960	ad	22	2
10614982	ad	21	2
10615010	ad	142	12
10615030	ad	64	0
10615052	ad	153	21
10615214	ad	256	1
10615217	ad	29	1
10615395	ad	237	4
10615478	ad	124	0
10615543	ad	169	4
10615573	ad	43	0
10615631	ad	29	0
10615671	ad	138	0
10615788	ad	27	1
10615890	ad	55	1
10615899	ad	61	1
10615991	ad	21	0
10616000	ad	22	0
10616130	ad	64	2
10616153	ad	23	0
10616213	ad	41	4
10616338	ad	97	1
10616339	ad	58	0
1064181	ad	31	0
10645034	ad	28	0
10645040	ad	142	3
10645538	ad	25	0
10646553	ad	33	0
10647202	ad	43	0
10649360	ad	30	5
10649727	ad	1110	21
10650545	ad	21	0
10650970	ad	30	0
10666343	ad	94	5
10666366	ad	27	3
10666369	ad	39	0
10666373	ad	66	1
10666387	ad	35	3
10666398	ad	21	0
10666403	ad	50	0
10666413	ad	22	0
10666418	ad	27	0
10666421	ad	24	1
10668762	ad	95	1
10668766	ad	23	0
10668767	ad	21	0
10668824	ad	22	0
10668832	ad	32	0
10668833	ad	59	1
10669495	ad	27	0
10673539	ad	116	1
10673540	ad	89	1
10673541	ad	43	1
10673543	ad	116	5
10673546	ad	34	1
10673552	ad	25	2
10673561	ad	68	2
10673563	ad	23	0
10673566	ad	100	5
10673571	ad	26	0
10673572	ad	272	29
10673573	ad	215	29
10673574	ad	789	92
10673575	ad	154	14
10673576	ad	308	3
10673578	ad	399	28
10673579	ad	123	5
10673582	ad	230	7
10673583	ad	148	1
10673584	ad	154	8
10673587	ad	31	0
10673590	ad	128	3
10673592	ad	38	0
10673594	ad	36	3
10673595	ad	58	3
10673596	ad	110	3
10673597	ad	30	0
10673599	ad	33	2
10673603	ad	60	4
10673606	ad	809	100
10673607	ad	199	27
10674127	ad	544	79
10675683	ad	49	0
10676284	ad	35	7
10676297	ad	30	1
10676383	ad	97	3
10679216	ad	41	0
10679217	ad	29	0
10679262	ad	83	1
10679263	ad	59	5
10679264	ad	36	2
10679265	ad	36	1
10679267	ad	79	4
10679269	ad	22	2
10679270	ad	99	7
10679271	ad	137	5
10679450	ad	435	23
10680210	ad	34	0
10680476	ad	129	1
10680477	ad	78	0
10706719	ad	883	24
10706720	ad	79	30
10707009	ad	102	0
10707430	ad	204	1
10707561	ad	28	1
10714614	ad	76	0
10751882	ad	31	2
10752082	ad	57	0
10752169	ad	133	3
10752203	ad	34	1
10752236	ad	33	0
10752367	ad	43	2
10752405	ad	157	5
10752450	ad	31	0
10752480	ad	189	3
10752483	ad	122	1
10752498	ad	94	0
10752508	ad	23	3
10752511	ad	79	1
10752558	ad	29	0
10752570	ad	28	0
10752597	ad	29	0
10752610	ad	187	3
10752616	ad	49	8
10752623	ad	458	19
10752678	ad	116	4
10752680	ad	76	3
10752705	ad	139	1
10752750	ad	110	7
10752772	ad	25	1
10752816	ad	40	0
10752863	ad	98	3
10753096	ad	41	2
10753155	ad	53	0
10753171	ad	35	0
10753172	ad	675	12
10753174	ad	30	1
10753225	ad	37	0
10753265	ad	99	0
10753275	ad	31	0
10753294	ad	57	0
10753312	ad	692	49
10753327	ad	31	0
10753339	ad	29	0
10753356	ad	25	3
10753366	ad	50	1
10753373	ad	44	0
10753419	ad	23	0
10753467	ad	64	0
10753520	ad	79	0
10753550	ad	106	3
10753569	ad	24	0
10753596	ad	128	3
10753736	ad	48	0
10753794	ad	41	2
10754011	ad	192	3
10754017	ad	36	0
10754033	ad	389	10
10754044	ad	35	1
10754090	ad	293	10
10754100	ad	21	0
10754206	ad	21	0
10754250	ad	23	2
10756271	ad	56	1
10756298	ad	31	0
10756301	ad	22	1
10757190	ad	51	1
10757286	ad	33	0
1075735	ad	34	2
10757505	ad	30	1
10757695	ad	33	0
10758109	ad	43	0
10758175	ad	26	0
10758309	ad	64	1
10758435	ad	28	0
10758497	ad	44	3
10758790	ad	37	1
10760218	ad	25	0
10760535	ad	28	2
10760766	ad	30	1
10760869	ad	77	3
10761267	ad	52	0
10761349	ad	22	0
10761373	ad	21	0
10761378	ad	37	1
10761554	ad	268	16
10761555	ad	62	6
10761556	ad	91	2
10761557	ad	105	7
10761558	ad	174	10
10761559	ad	64	2
10761560	ad	65	0
10761594	ad	32	0
10764238	ad	37	1
10764241	ad	242	29
10764242	ad	152	18
10764250	ad	41	1
10764252	ad	139	14
10764257	ad	24	0
10764260	ad	29	0
10764261	ad	323	7
10764813	ad	49	3
10764868	ad	310	14
10764870	ad	92	11
10764884	ad	49	1
10766019	ad	198	1
10766023	ad	112	2
10766027	ad	64	0
10766087	ad	147	3
10767021	ad	1611	1
10767324	ad	39	1
10767823	ad	229	7
10768001	ad	67	0
10768029	ad	431	8
10768400	ad	33	0
10768580	ad	149	5
10769201	ad	46	1
10769296	ad	133	7
10769311	ad	431	9
10769312	ad	96	6
10769323	ad	502	12
10769387	ad	125	2
10770366	ad	26	0
10770406	ad	732	20
10770429	ad	92	0
10770434	ad	91	9
10770440	ad	24	0
10777222	ad	34	1
10787184	ad	39	4
10787237	ad	33	0
10787435	ad	26	3
10787438	ad	74	1
10787527	ad	26	0
10787542	ad	576	11
10789456	ad	44	0
